docno,skill_uri,w
2812,http://data.europa.eu/esco/skill/88ab3a3a-f318-41b3-bdf6-07dc33c75352,0.74134761095047
2812,http://data.europa.eu/esco/skill/78fef945-17e8-4d56-aab2-8625060ab3d3,0.7009063363075256
2812,http://data.europa.eu/esco/skill/1fea0bc2-a6fa-4fe8-b36f-7a3194f8ed1c,0.6964141130447388
2812,http://data.europa.eu/esco/skill/c5422318-3218-4ce9-9bdd-f38b93ff63a3,0.6830706596374512
2812,http://data.europa.eu/esco/skill/311832d1-1167-47c7-b613-fc64784ffeed,0.6818199157714844
2812,http://data.europa.eu/esco/skill/e5ad0cce-e3d5-4c60-8504-5d1c7e3b55b9,0.6797433495521545
2812,http://data.europa.eu/esco/skill/c4d86aca-6c99-4881-84ec-19ac6ab7e87d,0.6791395545005798
2812,http://data.europa.eu/esco/skill/78aeeab7-f22f-4fcd-8543-d11340e3ee3c,0.6745662689208984
2812,http://data.europa.eu/esco/skill/3e40c7d0-0e36-4b33-bc33-0aa87eda0561,0.6663373708724976
2812,http://data.europa.eu/esco/skill/857e8624-4db0-4725-a758-5914bd8cc350,0.6635275483131409
2812,http://data.europa.eu/esco/skill/b979d9ae-37c2-4d1f-b8b8-7539f913cb19,0.6579068303108215
2812,http://data.europa.eu/esco/skill/ba2cadad-8d63-4761-9435-adcc034747db,0.6522687077522278
2812,http://data.europa.eu/esco/skill/dd6e5939-d19b-4e2f-a025-2014f0a2ec88,0.6462886333465576
2812,http://data.europa.eu/esco/skill/51729032-56d3-4092-9dd8-23d6cbd97511,0.6448764801025391
2812,http://data.europa.eu/esco/skill/270de514-3206-4cf9-b122-0f148ab06fa1,0.6423877477645874
2813,http://data.europa.eu/esco/skill/311832d1-1167-47c7-b613-fc64784ffeed,0.7861148715019226
2813,http://data.europa.eu/esco/skill/ed291aa0-8b2f-4179-b2f7-540ea6f63bf3,0.7391343116760254
2813,http://data.europa.eu/esco/skill/3e40c7d0-0e36-4b33-bc33-0aa87eda0561,0.7333084940910339
2813,http://data.europa.eu/esco/skill/e5ad0cce-e3d5-4c60-8504-5d1c7e3b55b9,0.7217934131622314
2813,http://data.europa.eu/esco/skill/f0ab5d57-4be7-411b-afce-b4a76a142302,0.720016360282898
2813,http://data.europa.eu/esco/skill/1f1cdba2-4887-45ef-9eb0-235e7f63fa8b,0.713250994682312
2813,http://data.europa.eu/esco/skill/5bf7f85a-b080-4b27-8ddc-9f62af4643f5,0.7087920904159546
2813,http://data.europa.eu/esco/skill/78aeeab7-f22f-4fcd-8543-d11340e3ee3c,0.7024834752082825
2813,http://data.europa.eu/esco/skill/c5422318-3218-4ce9-9bdd-f38b93ff63a3,0.7015441060066223
2813,http://data.europa.eu/esco/skill/b979d9ae-37c2-4d1f-b8b8-7539f913cb19,0.6996341347694397
2813,http://data.europa.eu/esco/skill/f81c9684-dc31-4883-9bee-42c7e02527db,0.6918854117393494
2813,http://data.europa.eu/esco/skill/d8732ee8-168e-459b-b708-4ebdc722230c,0.6904346346855164
2813,http://data.europa.eu/esco/skill/78fef945-17e8-4d56-aab2-8625060ab3d3,0.6903900504112244
2813,http://data.europa.eu/esco/skill/86ff9a65-66eb-4c8f-93d8-22e0a467fc08,0.6889629364013672
2813,http://data.europa.eu/esco/skill/93d49976-acd8-4925-b5d1-7d80e0fd8dc0,0.6885197162628174
2814,http://data.europa.eu/esco/skill/6760419a-1d16-4c12-b85c-7ec32596d24a,0.7375331521034241
2814,http://data.europa.eu/esco/skill/1a080b07-406e-4a2e-b316-fc766f2e6e2d,0.6875911355018616
2814,http://data.europa.eu/esco/skill/0cd07ad3-642c-4073-812f-3842dffcd920,0.6790490746498108
2814,http://data.europa.eu/esco/skill/c7e686a1-d03e-4641-a229-68247fdc5887,0.674471378326416
2814,http://data.europa.eu/esco/skill/95b22214-8a23-4dc8-8aee-e81999705a5a,0.6540802717208862
2814,http://data.europa.eu/esco/skill/5b71cb01-0f37-47e0-a617-abcf08c8aa64,0.654005765914917
2814,http://data.europa.eu/esco/skill/b9bf9e17-ae47-417b-bbb1-e8b7c263ccac,0.6485947370529175
2814,http://data.europa.eu/esco/skill/7b0fb3d0-20a2-41a5-805a-b67a7dd98691,0.6439487338066101
2814,http://data.europa.eu/esco/skill/b8deb75f-2c54-4fc0-be51-9285088267cd,0.6336420774459839
2814,http://data.europa.eu/esco/skill/5aaf2780-04d7-4bbf-8b06-af36eafe8eba,0.6234092712402344
2814,http://data.europa.eu/esco/skill/cb885129-ec40-4b9c-8064-5900dbceeb4f,0.6228819489479065
2814,http://data.europa.eu/esco/skill/3d3ee5c3-4286-457f-9f76-1704011f7e11,0.6227611303329468
2814,http://data.europa.eu/esco/skill/06f46a6e-62d3-4ca0-bedb-cb4c021c14ee,0.6220674514770508
2814,http://data.europa.eu/esco/skill/5c606d18-6404-4047-b235-350f18e11827,0.6216751337051392
2814,http://data.europa.eu/esco/skill/9b862976-aa05-4bde-8ed6-8f39790edd0f,0.6203983426094055
2815,http://data.europa.eu/esco/skill/2b76cbbf-eddc-4a12-a120-f4ea370820a5,0.8454424738883972
2815,http://data.europa.eu/esco/skill/76526bf6-bada-4ca1-8e79-6b9d4228b607,0.8184742331504822
2815,http://data.europa.eu/esco/skill/6360d655-3494-45f6-bfc6-d5f63afc355b,0.8053476214408875
2815,http://data.europa.eu/esco/skill/970af2f2-9a19-41a0-b42b-b1f36b083d28,0.7978623509407043
2815,http://data.europa.eu/esco/skill/39f55791-434d-4169-9a46-c000a2859a66,0.7160005569458008
2815,http://data.europa.eu/esco/skill/909eef58-7961-4422-8116-a3af670e38b6,0.7111873626708984
2815,http://data.europa.eu/esco/skill/2aff3316-15b8-4ca1-8ae2-270bd5fd22e1,0.7029650807380676
2815,http://data.europa.eu/esco/skill/dd945f44-3f30-4a42-81b4-785b6c42401b,0.6978403925895691
2815,http://data.europa.eu/esco/skill/7263d760-f114-42b8-8d60-3b9e8107e990,0.6877822875976562
2815,http://data.europa.eu/esco/skill/386774ac-fe5b-431a-b485-9aec0bf5c09e,0.6825957894325256
2815,http://data.europa.eu/esco/skill/dc72d646-4e40-405a-8fa9-a410c60e490b,0.6726893186569214
2815,http://data.europa.eu/esco/skill/54ed4a0d-6bbe-4480-b594-80481f0d880b,0.668549120426178
2815,http://data.europa.eu/esco/skill/1fea0bc2-a6fa-4fe8-b36f-7a3194f8ed1c,0.6628440618515015
2815,http://data.europa.eu/esco/skill/c8ac1986-38fa-43b2-89dc-50a4beeb420e,0.6586918234825134
2815,http://data.europa.eu/esco/skill/6ae49291-0472-4c3d-a0af-d6797f20b82d,0.655583381652832
2816,http://data.europa.eu/esco/skill/348b74cd-49ce-4844-8bdf-ec188b497213,0.6453108191490173
2816,http://data.europa.eu/esco/skill/4e28314f-5811-4847-8b88-3600c6ceaa64,0.642833948135376
2816,http://data.europa.eu/esco/skill/c863e6a4-ddab-4314-bc9a-2f6b0aee143d,0.62979656457901
2816,http://data.europa.eu/esco/skill/61c6d39a-727c-42f3-9044-8f3b68915e7b,0.6273404955863953
2816,http://data.europa.eu/esco/skill/1f403e44-7a79-4b91-b86a-e406208be161,0.6270156502723694
2816,http://data.europa.eu/esco/skill/aaebfccf-664c-4888-9d72-1cf75128bfab,0.6235500574111938
2816,http://data.europa.eu/esco/skill/390bd026-943b-44a5-b871-def0248e26b8,0.6210590600967407
2816,http://data.europa.eu/esco/skill/2cbc24ef-cd99-4a71-9972-6c7f7204e5b8,0.6147124767303467
2816,http://data.europa.eu/esco/skill/50b96d21-f2eb-4f35-a8d3-77eee15ef51f,0.6136058568954468
2816,http://data.europa.eu/esco/skill/251d8cda-1dc3-4a03-bb15-43cabec7d3b5,0.6116142272949219
2816,http://data.europa.eu/esco/skill/f3ff2fee-879c-4112-9002-d2df984fcbb0,0.6103566884994507
2816,http://data.europa.eu/esco/skill/b3afe118-6631-4640-942b-5acf7a0e7ada,0.6022729277610779
2816,http://data.europa.eu/esco/skill/60678870-f0c5-470d-87af-a17eee609827,0.5997630953788757
2816,http://data.europa.eu/esco/skill/cfdb4d3c-190e-47a3-83f9-52ab60828118,0.5996469855308533
2816,http://data.europa.eu/esco/skill/3ed245ce-6953-4203-94d7-89550bf502ba,0.5989404916763306
2817,http://data.europa.eu/esco/skill/929e89f9-ac69-4bcb-9eea-37257aa5aff9,0.6412290334701538
2817,http://data.europa.eu/esco/skill/9bf266a6-188b-4d17-a22f-2f266d76832b,0.6271400451660156
2817,http://data.europa.eu/esco/skill/4238dbb8-2ada-43a6-b33b-f2eb98825b49,0.6110793948173523
2817,http://data.europa.eu/esco/skill/5915e97d-ecca-4713-941e-ad7c8c00720b,0.6083215475082397
2817,http://data.europa.eu/esco/skill/669b75d8-671c-4a1c-8e0b-6466c513c27d,0.6004241704940796
2817,http://data.europa.eu/esco/skill/478e5c9d-c6c2-45a7-90b4-97ec2c736ac0,0.5983404517173767
2817,http://data.europa.eu/esco/skill/222137dc-9021-4be8-bb7a-29833e02616a,0.593738317489624
2817,http://data.europa.eu/esco/skill/1d38a162-61a0-42e8-83ca-47ce3e881032,0.5775101780891418
2817,http://data.europa.eu/esco/skill/1cbeb169-76fe-4865-be00-6c7618c5fd9f,0.5725889801979065
2817,http://data.europa.eu/esco/skill/409a0245-0e6c-4aac-ba16-0920ecb76a8d,0.5701665282249451
2817,http://data.europa.eu/esco/skill/91a58da7-2111-4a03-9874-37311e105d06,0.5674400329589844
2817,http://data.europa.eu/esco/skill/eade4171-3d57-4fb2-9518-44d5a1da4ff5,0.5648155808448792
2817,http://data.europa.eu/esco/skill/62d07a37-9c9b-40e8-b4e2-5020c7578e24,0.5630849003791809
2817,http://data.europa.eu/esco/skill/20f57a7f-b90e-4403-8c77-5ddd89b5835b,0.5599544048309326
2817,http://data.europa.eu/esco/skill/4dafe480-f2ae-46b5-bd5e-8d4e538f50c7,0.5508979558944702
2818,http://data.europa.eu/esco/skill/c3e36d05-8ae8-447f-bb2b-6f9409f85389,0.7293583154678345
2818,http://data.europa.eu/esco/skill/50b96d21-f2eb-4f35-a8d3-77eee15ef51f,0.7217291593551636
2818,http://data.europa.eu/esco/skill/8a18f41b-70e2-4a03-986f-95b52d2ca39c,0.7083239555358887
2818,http://data.europa.eu/esco/skill/c0326e27-5fa8-4dca-aecb-ed89ab491513,0.6996526718139648
2818,http://data.europa.eu/esco/skill/ea99e1f2-ad03-4bb3-8960-1227fc76bb2a,0.6943295001983643
2818,http://data.europa.eu/esco/skill/348b74cd-49ce-4844-8bdf-ec188b497213,0.6807340383529663
2818,http://data.europa.eu/esco/skill/1f403e44-7a79-4b91-b86a-e406208be161,0.6784022450447083
2818,http://data.europa.eu/esco/skill/cfdb4d3c-190e-47a3-83f9-52ab60828118,0.6613098382949829
2818,http://data.europa.eu/esco/skill/65e58886-bd1e-4c5b-8ca5-8d9b353c8aa1,0.6542509198188782
2818,http://data.europa.eu/esco/skill/88de5ff4-310a-4f4f-9b47-349eb5589902,0.6288890838623047
2818,http://data.europa.eu/esco/skill/418c13d1-2b4e-4bdd-82f4-4eaa5efb630c,0.6287014484405518
2818,http://data.europa.eu/esco/skill/b07daddc-8625-4360-946e-ad2b0e56ebf6,0.6170037388801575
2818,http://data.europa.eu/esco/skill/734b6025-0d14-499d-8e95-fdf512058e77,0.5988506078720093
2818,http://data.europa.eu/esco/skill/02eeea19-76db-4d19-bb8b-a649c0fbe796,0.5922642350196838
2818,http://data.europa.eu/esco/skill/8ff314a8-57d7-4b8c-bf41-79f9572fedd0,0.5890687704086304
2819,http://data.europa.eu/esco/skill/abec880d-99ac-4af4-a8d2-900b4aa0de12,0.764706552028656
2819,http://data.europa.eu/esco/skill/4039158b-2e58-484a-8771-ad215e065c12,0.7271233797073364
2819,http://data.europa.eu/esco/skill/80f308e6-0e09-404a-80cd-ec5f50f6f304,0.7252499461174011
2819,http://data.europa.eu/esco/skill/f5122357-c3f7-4f3e-b0cc-25173199d554,0.7180436849594116
2819,http://data.europa.eu/esco/skill/ae3e863c-8803-4de9-86f1-ed5afe7d24d3,0.6994516253471375
2819,http://data.europa.eu/esco/skill/c3c2d9c4-bed3-4312-9cf8-f9bb719f42d2,0.6838656663894653
2819,http://data.europa.eu/esco/skill/69f36674-440a-4fa0-89f9-1b70172ebb9d,0.6803869605064392
2819,http://data.europa.eu/esco/skill/fe30a4b0-1a99-4fc7-afff-b162b8c834ba,0.6642447113990784
2819,http://data.europa.eu/esco/skill/51bc28e9-c489-44d8-9263-4ada49ed1933,0.663565993309021
2819,http://data.europa.eu/esco/skill/15d76317-c71a-4fa2-aadc-2ecc34e627b7,0.6534714698791504
2819,http://data.europa.eu/esco/skill/c68af615-b24c-4719-a199-c4141e08f2bd,0.6510234475135803
2819,http://data.europa.eu/esco/skill/c32ad607-0c4d-4e34-b73f-668298f7bf13,0.6483602523803711
2819,http://data.europa.eu/esco/skill/693695f4-5ee1-4d35-8ea7-f18ba6a44d84,0.6435309052467346
2819,http://data.europa.eu/esco/skill/656b2dab-4ace-4afa-bad4-d9ddef577e2b,0.6414468884468079
2819,http://data.europa.eu/esco/skill/c84b98b2-36bd-4742-84b6-9e5c30ce1407,0.6404566764831543
2820,http://data.europa.eu/esco/skill/d17b127e-5483-4e39-89f1-f5d914880467,0.5786867141723633
2820,http://data.europa.eu/esco/skill/07889c08-7220-47c8-96f7-6068fbea00dc,0.5724520087242126
2820,http://data.europa.eu/esco/skill/06670261-ea6b-4b52-a915-c7d4ff837f74,0.5689956545829773
2820,http://data.europa.eu/esco/skill/382c11ed-20d5-4ae7-b60e-15fec527fa6c,0.554912805557251
2820,http://data.europa.eu/esco/skill/97bd1c21-66b2-4b7e-ad0f-e3cda590e378,0.5526396632194519
2820,http://data.europa.eu/esco/skill/2b92a5b2-6758-4ee3-9fb4-b6387a55cc8f,0.5305259227752686
2820,http://data.europa.eu/esco/skill/68ef0e4d-5542-4e64-84f4-752cce5a3c22,0.5304085612297058
2820,http://data.europa.eu/esco/skill/57231a22-4da7-49c8-97b8-75672feadf1e,0.5272406935691833
2820,http://data.europa.eu/esco/skill/d6141677-b63e-4ce3-bcd1-fc860dc989bf,0.5263398289680481
2820,http://data.europa.eu/esco/skill/7ee4c2ea-b349-4bd2-81a3-ec31475d4833,0.5231444835662842
2820,http://data.europa.eu/esco/skill/e72ce847-f7a9-40b8-ac66-ce291a2121de,0.5117944478988647
2820,http://data.europa.eu/esco/skill/fecf8a0d-62c4-4e71-9b03-0f4fc2ad7bf5,0.5061562657356262
2820,http://data.europa.eu/esco/skill/c544a9f3-5945-4b54-afed-de0697852817,0.5060367584228516
2820,http://data.europa.eu/esco/skill/a571ae14-3e16-4fd3-a615-5646e0b0b696,0.5048354864120483
2820,http://data.europa.eu/esco/skill/08ee68b2-0a6d-4bdf-a870-a36c0dc8064e,0.4994009733200073
2821,http://data.europa.eu/esco/skill/b758675a-b03b-4e4b-897c-57ca14b1a3d0,0.4633827209472656
2822,http://data.europa.eu/esco/skill/d17b127e-5483-4e39-89f1-f5d914880467,0.5722606778144836
2822,http://data.europa.eu/esco/skill/06670261-ea6b-4b52-a915-c7d4ff837f74,0.5717728137969971
2822,http://data.europa.eu/esco/skill/e72ce847-f7a9-40b8-ac66-ce291a2121de,0.5320630669593811
2822,http://data.europa.eu/esco/skill/382c11ed-20d5-4ae7-b60e-15fec527fa6c,0.5282536745071411
2822,http://data.europa.eu/esco/skill/07889c08-7220-47c8-96f7-6068fbea00dc,0.5253902077674866
2822,http://data.europa.eu/esco/skill/d6141677-b63e-4ce3-bcd1-fc860dc989bf,0.5121257901191711
2822,http://data.europa.eu/esco/skill/97bd1c21-66b2-4b7e-ad0f-e3cda590e378,0.511786162853241
2822,http://data.europa.eu/esco/skill/be20d05c-f6b4-4580-9fcf-f00f4baab562,0.5095251798629761
2822,http://data.europa.eu/esco/skill/68ef0e4d-5542-4e64-84f4-752cce5a3c22,0.506902277469635
