qid,skill_uri,w
0,http://data.europa.eu/esco/skill/f4346299-e22a-4686-8e61-2c9b0cd51c7d,0.9049532413482666
0,http://data.europa.eu/esco/skill/df329d70-87b0-466b-a214-3431f36e2a5e,0.822421669960022
0,http://data.europa.eu/esco/skill/426ceaba-6867-481c-bb6b-aee3933da7d2,0.7561370134353638
0,http://data.europa.eu/esco/skill/8f6ed69b-29d0-4c01-81ba-f05920a185f3,0.7533283829689026
0,http://data.europa.eu/esco/skill/71717c33-dd63-4acf-b052-a5fd5d9fc490,0.7470345497131348
0,http://data.europa.eu/esco/skill/18bf658e-ff9b-4151-adea-c03f06538a4d,0.7446632385253906
0,http://data.europa.eu/esco/skill/8088750d-8388-4170-a76f-48354c469c44,0.7441816926002502
0,http://data.europa.eu/esco/skill/c4ba12d1-4698-42fa-8abb-789462ea2586,0.7438177466392517
0,http://data.europa.eu/esco/skill/7814e88f-c133-4c3b-b27f-857afa145d42,0.7404133677482605
0,http://data.europa.eu/esco/skill/b769f524-0f25-44d7-8538-5c46710a040e,0.7400755286216736
0,http://data.europa.eu/esco/skill/8181aa4c-42bc-4036-a3d2-5cb6bbb34239,0.7323756814002991
0,http://data.europa.eu/esco/skill/e5beeff8-7c98-490a-ae2c-16fbb6a87305,0.7133659720420837
0,http://data.europa.eu/esco/skill/bc0b0b5d-f6be-405a-b224-b6902a4dbe97,0.7098134756088257
0,http://data.europa.eu/esco/skill/a4346013-a967-4a58-a533-6b32ad1364c5,0.7087845802307129
0,http://data.europa.eu/esco/skill/6833e58b-eceb-4599-9375-1b7e6ec64087,0.70726478099823
0,http://data.europa.eu/esco/skill/397da142-ab35-48fe-b154-7c38f447adfb,0.7058343887329102
0,http://data.europa.eu/esco/skill/14d1e367-3efe-4ec5-86ae-eca48710ee4e,0.7031428813934326
0,http://data.europa.eu/esco/skill/aa0d8201-5a8e-417f-81f4-c04601139582,0.6993421316146851
0,http://data.europa.eu/esco/skill/33efa504-2f26-424d-b662-cee77e6e9c93,0.6979483366012573
0,http://data.europa.eu/esco/skill/06358891-8424-43c5-891e-d40f226bef40,0.6968189477920532
1,http://data.europa.eu/esco/skill/97bd1c21-66b2-4b7e-ad0f-e3cda590e378,0.9313693046569824
1,http://data.europa.eu/esco/skill/2b92a5b2-6758-4ee3-9fb4-b6387a55cc8f,0.9177560806274414
1,http://data.europa.eu/esco/skill/a571ae14-3e16-4fd3-a615-5646e0b0b696,0.8346570730209351
1,http://data.europa.eu/esco/skill/edebd83d-35f6-4ed5-a940-6c203d178c01,0.8310971260070801
1,http://data.europa.eu/esco/skill/0d6714c6-720e-4985-9791-5ab85d28da79,0.8271222114562988
1,http://data.europa.eu/esco/skill/382c11ed-20d5-4ae7-b60e-15fec527fa6c,0.815175473690033
1,http://data.europa.eu/esco/skill/50b100ea-74fd-4706-99db-3e4ca55e51b8,0.8104693293571472
1,http://data.europa.eu/esco/skill/906323f4-00c4-4c3b-ab5a-8af77be3456e,0.8041945695877075
1,http://data.europa.eu/esco/skill/f2d57f41-43b4-4f5b-8100-3df5c21eda50,0.7894291281700134
1,http://data.europa.eu/esco/skill/fecf8a0d-62c4-4e71-9b03-0f4fc2ad7bf5,0.7828992605209351
1,http://data.europa.eu/esco/skill/c95c29fe-3971-46b7-80e9-1f7e75ba99b3,0.7692738771438599
1,http://data.europa.eu/esco/skill/3606bf22-1987-4356-b8c4-13e89d8f6c69,0.7681686282157898
1,http://data.europa.eu/esco/skill/75f650d0-9096-4b8f-bbd6-ad05ee3f6121,0.7650743722915649
1,http://data.europa.eu/esco/skill/29431e90-435e-4a3b-9eb5-c89f6d7f4fea,0.7574295401573181
1,http://data.europa.eu/esco/skill/6f993130-082b-4732-b62f-52cdf2096ad9,0.7568796873092651
1,http://data.europa.eu/esco/skill/9effa3d7-c0c4-4583-ad94-b496ba5e5f2c,0.7477352023124695
1,http://data.europa.eu/esco/skill/fbafa41f-cd05-4109-a649-8b44d306d779,0.7465673685073853
1,http://data.europa.eu/esco/skill/57231a22-4da7-49c8-97b8-75672feadf1e,0.7437477707862854
1,http://data.europa.eu/esco/skill/062320e5-79d1-45e8-8b7e-5deeb53279a2,0.7380776405334473
1,http://data.europa.eu/esco/skill/08b04e53-ed25-41a2-9f90-0b9cd939ba3d,0.737116813659668
2,http://data.europa.eu/esco/skill/f2c63b7a-ed6c-4890-9f8c-7685d172624c,0.8993303775787354
2,http://data.europa.eu/esco/skill/848b5879-10af-4e3a-bfbf-263956b4ebf3,0.8820276856422424
2,http://data.europa.eu/esco/skill/307ffd2d-8fb3-43ff-8ad8-4052382f8f83,0.8599280118942261
2,http://data.europa.eu/esco/skill/29d3663f-348a-4b67-a8db-b94fd3912385,0.8444463014602661
2,http://data.europa.eu/esco/skill/bd698bbe-7003-4508-b422-46c2ff4d5e95,0.8441561460494995
2,http://data.europa.eu/esco/skill/885564e4-9818-44ac-a77d-ddfe30b34ed7,0.8060112595558167
2,http://data.europa.eu/esco/skill/a8f2a095-9d03-43f0-980d-2b9fcc59a994,0.8025692105293274
2,http://data.europa.eu/esco/skill/0a48d064-dd04-47fb-a00d-85e9b4874033,0.7995365262031555
2,http://data.europa.eu/esco/skill/ddc8da70-b94f-43ef-88dc-aebc7bef4f7d,0.7986487746238708
2,http://data.europa.eu/esco/skill/72731261-d7b0-4e6d-bbde-5c76c85934d0,0.7951301336288452
2,http://data.europa.eu/esco/skill/272fddbb-917a-4720-8903-85ce51e1cbe5,0.7832586765289307
2,http://data.europa.eu/esco/skill/fc54bd7f-0c03-4fdd-af8c-5eb4021e716d,0.7803239822387695
2,http://data.europa.eu/esco/skill/b04f377b-ee80-4b38-aca1-19d266a23b17,0.7780721187591553
2,http://data.europa.eu/esco/skill/ba2c6181-b036-40b4-8f6d-51499463ccbb,0.7753524780273438
2,http://data.europa.eu/esco/skill/1a4fdd0e-2cbe-4b77-aa6e-e46efc181b76,0.76967453956604
2,http://data.europa.eu/esco/skill/8e602c80-2f39-498a-8cd7-eabaae742de4,0.7686644196510315
2,http://data.europa.eu/esco/skill/91816e1a-d026-4d21-9b1c-59ca5cf488de,0.7647720575332642
2,http://data.europa.eu/esco/skill/43268a87-8280-4e3f-bf97-97dc973d60ef,0.7620636224746704
2,http://data.europa.eu/esco/skill/633a3637-2c6b-40ae-ac38-289eb2a62aa6,0.7613911628723145
2,http://data.europa.eu/esco/skill/39531b63-5c06-432f-81e3-15b551ae1310,0.7581543326377869
3,http://data.europa.eu/esco/skill/d1910ad7-0c87-4f38-8a41-7c193e5dc16d,0.9151761531829834
3,http://data.europa.eu/esco/skill/eb44d926-143f-4921-8150-4e537434b904,0.8797508478164673
3,http://data.europa.eu/esco/skill/2a0efd9a-4a60-4edc-8561-f2754d24eeb8,0.8464013934135437
3,http://data.europa.eu/esco/skill/88af9294-b697-4687-ae19-aefbb6234dfa,0.7553364038467407
3,http://data.europa.eu/esco/skill/d05c950b-40ac-4d40-92d6-d6aa6063db7f,0.7328110337257385
3,http://data.europa.eu/esco/skill/d41262ae-eca1-4ede-89a8-46d2d99a7a31,0.7211519479751587
3,http://data.europa.eu/esco/skill/50a382c6-e848-467d-b156-7a1a3610b522,0.7209644913673401
3,http://data.europa.eu/esco/skill/0a48d064-dd04-47fb-a00d-85e9b4874033,0.7129943370819092
3,http://data.europa.eu/esco/skill/8394fefb-f62a-48c0-a156-3117cefdb9b3,0.7021071910858154
3,http://data.europa.eu/esco/skill/0085e6bd-6829-4e8e-b302-842a7fe57ed9,0.6994438171386719
3,http://data.europa.eu/esco/skill/341c4478-c976-4ff0-a102-cfd92174d873,0.6948941349983215
3,http://data.europa.eu/esco/skill/0f5bd097-ed76-47f7-8f44-93be67967b5f,0.6771625876426697
3,http://data.europa.eu/esco/skill/d4890756-85c7-411a-8d2c-a356f300bc3f,0.667565643787384
